DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-06.46.35, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.877246ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_321, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__DB0729F1E860DA56C38F35FEEA793181AFE20CC6, StartTime=2015.10.15-06.47.52, HierarchicalDDC, Duration=0.009660ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_123, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__DB0729F1E860DA56C38F35FEEA793181AFE20CC6, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=7493 bytes, Retrieved=true, Duration=52.717007ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_241, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Metal_Rust_D.uasset, FlushAsyncLoading=0.015397ms, FlushStreamingFunc=0.003319ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.185955ms, TagPackageExports=0.066712ms, BeginCacheForCookedPlatformData=0.027169ms, SerializeImports=0.041056ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003017ms, SerializeSummary=0.009056ms, SerializeNames=0.011776ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006940ms, SortExportsNonSeekfree=0.003021ms, SortExportsSeekfreeConstructor=0.007849ms, SortExportsSeekfreeInner=0.131011ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.021435ms, SerializeExportMap=0.004828ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013281ms, SerializeExports=0.038944ms, SerializeBulkData=4.195127ms, AsyncWrite=3.227327ms, UnaccountedTime=1.064103ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_129, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__0685EED12C024FB6A853A9010593B18629EBEF9D, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=4194569 bytes, Retrieved=true, Duration=371.470276ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__056A445C6CBC1465893513ABD06438A6D9FFE688, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=387.482544ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__7A9BAF31E5374F3E5C99E32D95A44699604329D5, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=12.222241ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_131, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__8AFDF444C1847F8A705A6DF38848AB8F1186D4BB, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.604954ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_132, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E1AA0A664117472CC3C8DFBBC557C__8E2973B0ED866AD1B819BCE586E7BC8F0B0F9E4F, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.213727ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_242, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Materials/M_Metal_Rust.uasset, FlushAsyncLoading=0.032902ms, FlushStreamingFunc=0.004832ms, BlockTillAllRequestsFinished=0.004828ms, ResetLoadersForSaveUnMarkAllObjects=0.322100ms, TagPackageExports=0.552125ms, BeginCacheForCookedPlatformData=0.013281ms, SerializeImports=0.561181ms, GatherLocalizableTextData=0.006039ms, MarkNames=0.016302ms, SerializeSummary=0.021733ms, SerializeNames=0.122260ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.082713ms, SortExportsNonSeekfree=0.227612ms, SortExportsSeekfreeConstructor=0.012983ms, SortExportsSeekfreeInner=0.944562ms, SortExportsSeekfree=0.004224ms, BuildDependencyMap=0.017207ms, SerializeImportMap=0.004526ms, SerializeExportMap=0.004530ms, SerializeDependencyMap=0.003021ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017811ms, SerializeExports=0.619747ms, SerializeBulkData=0.010263ms, AsyncWrite=0.161201ms, UnaccountedTime=0.209499ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_322, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3DBDC4DF4F7A6280CD3EE2989F97D__E662441C766DB741BF22305160FE983ADC741005, StartTime=2015.10.15-06.47.52, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_124, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3DBDC4DF4F7A6280CD3EE2989F97D__E662441C766DB741BF22305160FE983ADC741005, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.235159ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_125, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3DBDC4DF4F7A6280CD3EE2989F97D__3B7CFAC001D98287E9287BA6CBA7F95D25642877, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.191391ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_243, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset, FlushAsyncLoading=0.017509ms, FlushStreamingFunc=0.006340ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.131618ms, TagPackageExports=0.131916ms, BeginCacheForCookedPlatformData=0.027470ms, SerializeImports=0.049509ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.003021ms, SerializeSummary=0.027470ms, SerializeNames=0.015996ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.007849ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007849ms, SortExportsSeekfreeInner=0.461262ms, SortExportsSeekfree=0.004828ms, BuildDependencyMap=0.009358ms, SerializeImportMap=0.003926ms, SerializeExportMap=0.002414ms, SerializeDependencyMap=0.002719ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023246ms, SerializeExports=0.063997ms, SerializeBulkData=0.095692ms, AsyncWrite=0.188973ms, UnaccountedTime=0.206783ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_126, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3DBDC4DF4F7A6280CD3EE2989F97D__68ABF6DC108242415A02605504D62A1E52581EB0, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.058565ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_127, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3DBDC4DF4F7A6280CD3EE2989F97D__0A186DF86B81584E5847FE2EEB84E3BD019A1721, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.071544ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_323, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___99A8A0501F6C1F8A12C8CDFA3FD1BC8345698835, StartTime=2015.10.15-06.47.52, HierarchicalDDC, Duration=0.009660ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_244, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset, FlushAsyncLoading=0.018716ms, FlushStreamingFunc=0.003926ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.126787ms, TagPackageExports=0.101730ms, BeginCacheForCookedPlatformData=0.031095ms, SerializeImports=0.098713ms, GatherLocalizableTextData=0.003923ms, MarkNames=0.004530ms, SerializeSummary=0.009961ms, SerializeNames=0.021733ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.008151ms, SortExportsNonSeekfree=0.003625ms, SortExportsSeekfreeConstructor=0.008453ms, SortExportsSeekfreeInner=0.137653ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.005737ms, SerializeImportMap=0.016000ms, SerializeExportMap=0.003621ms, SerializeDependencyMap=0.001814ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.056751ms, SerializeExports=0.062186ms, SerializeBulkData=5.098034ms, AsyncWrite=7.609315ms, UnaccountedTime=1.224700ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_324, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___99A8A0501F6C1F8A12C8CDFA3FD1BC8345698835, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=46.854633ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_128, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___EE1B4156C042DB11A3203F17D969B6885A004A47, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=22.308123ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_131, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___2DF491010EFB4B0DCD63A855828703ACDB532934, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=158.713120ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_133, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___C9A4C3F54E7C0051B6AB08AE0F4A56100E859C9F, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=146.345367ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_129, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___E1D0334E2825468927F0EBEDF53CCC6A004D9DD9, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=131.614868ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_134, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___E8119372CC0136D9A4934F325FA8330ABE70C456, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=7.116657ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_325, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__536CB8AEB5DE1E9E8FF1784F70E43743E49726C8, StartTime=2015.10.15-06.47.52, HierarchicalDDC, Duration=0.010867ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_130, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__536CB8AEB5DE1E9E8FF1784F70E43743E49726C8, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.136144ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_132, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__64FF3FC4326C1E35386A387634E69DBDED24B617, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=45.770000ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_245, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset, FlushAsyncLoading=0.032604ms, FlushStreamingFunc=0.003319ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.174485ms, TagPackageExports=0.066411ms, BeginCacheForCookedPlatformData=0.025660ms, SerializeImports=0.039846ms, GatherLocalizableTextData=0.002116ms, MarkNames=0.003319ms, SerializeSummary=0.007246ms, SerializeNames=0.012074ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006642ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.129506ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004526ms, SerializeImportMap=0.010867ms, SerializeExportMap=0.002716ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012077ms, SerializeExports=0.035621ms, SerializeBulkData=1.673281ms, AsyncWrite=1.464993ms, UnaccountedTime=0.452206ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_135, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__27F5D71DF7F4CDE470B02ABAF0EDE8A45A1EC1BD, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=75.446846ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_133, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__E532ACD3F6F85BB055BBE5DCF545AADBEDE61C91, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=38.806995ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__A3023A344831DE11F038B808875703AC2ACDF0D2, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=3.742021ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__285344FC925707893E2019B222A5422708F1B744, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.108372ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_326, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__EC3631958B7A2E160655C3927731CDAD75033FE1, StartTime=2015.10.15-06.47.52, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_134, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__EC3631958B7A2E160655C3927731CDAD75033FE1, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.127994ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_131, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__1CE8753E2623A9FFE7A73509C58357AE64CDB683, StartTime=2015.10.15-06.47.52, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=94.656242ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_246, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset, FlushAsyncLoading=0.028376ms, FlushStreamingFunc=0.004832ms, BlockTillAllRequestsFinished=0.004526ms, ResetLoadersForSaveUnMarkAllObjects=0.255387ms, TagPackageExports=0.077881ms, BeginCacheForCookedPlatformData=0.041660ms, SerializeImports=0.060678ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.003017ms, SerializeSummary=0.006944ms, SerializeNames=0.015698ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007246ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.134937ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.005435ms, SerializeExportMap=0.002414ms, SerializeDependencyMap=0.001207ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013281ms, SerializeExports=0.036526ms, SerializeBulkData=0.815358ms, AsyncWrite=1.782261ms, UnaccountedTime=0.408735ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__CF5BD298E8330DF661C8F2DA000F114C2DC49B16, StartTime=2015.10.15-06.47.53, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=7.675424ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_139, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__3088B3B608A6115FB645FC0134811820D58FB426, StartTime=2015.10.15-06.47.53, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.065310ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_140, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__8E32498E45631DA9D47D021122F0D4B64AE58E98, StartTime=2015.10.15-06.47.53, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.202857ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_141, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__D5256896DB0AE9E59545717F0E8BF62D6EFE3A17, StartTime=2015.10.15-06.47.53, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.130109ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_247, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Materials/M_Concrete_Tiles.uasset, FlushAsyncLoading=0.028983ms, FlushStreamingFunc=0.003621ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.353795ms, TagPackageExports=0.454921ms, BeginCacheForCookedPlatformData=0.007849ms, SerializeImports=0.635143ms, GatherLocalizableTextData=0.004526ms, MarkNames=0.015397ms, SerializeSummary=0.008754ms, SerializeNames=0.112597ms, SerializeGatherableTextData=0.004228ms, BuildExportMap=0.130408ms, SortExportsNonSeekfree=0.501413ms, SortExportsSeekfreeConstructor=0.013884ms, SortExportsSeekfreeInner=1.191191ms, SortExportsSeekfree=0.006340ms, BuildDependencyMap=0.024755ms, SerializeImportMap=0.006340ms, SerializeExportMap=0.007246ms, SerializeDependencyMap=0.003621ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017811ms, SerializeExports=0.781249ms, SerializeBulkData=0.014488ms, AsyncWrite=0.172973ms, UnaccountedTime=0.170257ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_248, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Props/MaterialSphere.uasset, FlushAsyncLoading=0.021737ms, FlushStreamingFunc=0.003923ms, BlockTillAllRequestsFinished=0.003323ms, ResetLoadersForSaveUnMarkAllObjects=0.206176ms, TagPackageExports=0.047095ms, BeginCacheForCookedPlatformData=0.003319ms, SerializeImports=0.052225ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004526ms, SerializeSummary=0.008453ms, SerializeNames=0.023849ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.016000ms, SortExportsNonSeekfree=0.006340ms, SortExportsSeekfreeConstructor=0.007544ms, SortExportsSeekfreeInner=0.564806ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.007547ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.002719ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015095ms, SerializeExports=0.063092ms, SerializeBulkData=0.007849ms, AsyncWrite=0.094786ms, UnaccountedTime=0.172369ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_327, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___69518371B2297F93A3EE08E577F44850875E983D, StartTime=2015.10.15-06.47.53, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___69518371B2297F93A3EE08E577F44850875E983D, StartTime=2015.10.15-06.47.53, HierarchicalDDC, DataSize=7175 bytes, Retrieved=true, Duration=0.149731ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_143, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___E409274E3001FBF77113599DD33D0C52DB70FCFB, StartTime=2015.10.15-06.47.53, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=3.422033ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
