DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-07.05.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.822604ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_346, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___99A8A0501F6C1F8A12C8CDFA3FD1BC8345698835, StartTime=2015.10.15-07.05.54, HierarchicalDDC, Duration=0.010870ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_108, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___99A8A0501F6C1F8A12C8CDFA3FD1BC8345698835, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=0.146106ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_109, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___C9A4C3F54E7C0051B6AB08AE0F4A56100E859C9F, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=30.159239ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_140, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___2DF491010EFB4B0DCD63A855828703ACDB532934, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=12.460116ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_255, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset, FlushAsyncLoading=0.047393ms, FlushStreamingFunc=0.009358ms, BlockTillAllRequestsFinished=0.004228ms, ResetLoadersForSaveUnMarkAllObjects=0.311833ms, TagPackageExports=0.068221ms, BeginCacheForCookedPlatformData=0.025660ms, SerializeImports=0.042263ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003319ms, SerializeSummary=0.007246ms, SerializeNames=0.016905ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006944ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.129808ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.005130ms, SerializeImportMap=0.239085ms, SerializeExportMap=0.009056ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012681ms, SerializeExports=0.037733ms, SerializeBulkData=3.981706ms, AsyncWrite=3.641192ms, UnaccountedTime=4.488248ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___EE1B4156C042DB11A3203F17D969B6885A004A47, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=2.018023ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_141, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___E1D0334E2825468927F0EBEDF53CCC6A004D9DD9, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.719663ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_31E3254541B0F4B3818982A9CE512366___E8119372CC0136D9A4934F325FA8330ABE70C456, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.130109ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_347, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__536CB8AEB5DE1E9E8FF1784F70E43743E49726C8, StartTime=2015.10.15-07.05.54, HierarchicalDDC, Duration=0.016905ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__536CB8AEB5DE1E9E8FF1784F70E43743E49726C8, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.168145ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_110, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__64FF3FC4326C1E35386A387634E69DBDED24B617, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=13.697192ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_256, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset, FlushAsyncLoading=0.024453ms, FlushStreamingFunc=0.005133ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.416283ms, TagPackageExports=0.063997ms, BeginCacheForCookedPlatformData=0.025660ms, SerializeImports=0.039544ms, GatherLocalizableTextData=0.002116ms, MarkNames=0.003017ms, SerializeSummary=0.006944ms, SerializeNames=0.011470ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006642ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.149429ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.007246ms, SerializeImportMap=0.008151ms, SerializeExportMap=0.003017ms, SerializeDependencyMap=0.001814ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019923ms, SerializeExports=0.044677ms, SerializeBulkData=1.723092ms, AsyncWrite=1.640681ms, UnaccountedTime=0.426847ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_143, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__27F5D71DF7F4CDE470B02ABAF0EDE8A45A1EC1BD, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=3.108088ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_144, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__E532ACD3F6F85BB055BBE5DCF545AADBEDE61C91, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.828035ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_145, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__A3023A344831DE11F038B808875703AC2ACDF0D2, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.240892ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_146, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0C649B7F488BCF090AD0CD906A897__285344FC925707893E2019B222A5422708F1B744, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.105955ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_348, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__EC3631958B7A2E160655C3927731CDAD75033FE1, StartTime=2015.10.15-07.05.54, HierarchicalDDC, Duration=0.012375ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_111, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__EC3631958B7A2E160655C3927731CDAD75033FE1, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.284668ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_138, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__1CE8753E2623A9FFE7A73509C58357AE64CDB683, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=14.332935ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_257, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset, FlushAsyncLoading=0.055846ms, FlushStreamingFunc=0.007547ms, BlockTillAllRequestsFinished=0.009056ms, ResetLoadersForSaveUnMarkAllObjects=0.287987ms, TagPackageExports=0.072449ms, BeginCacheForCookedPlatformData=0.028677ms, SerializeImports=0.041358ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003017ms, SerializeSummary=0.007246ms, SerializeNames=0.010867ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007246ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.008151ms, SortExportsSeekfreeInner=0.130411ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.004832ms, SerializeExportMap=0.002414ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012983ms, SerializeExports=0.036828ms, SerializeBulkData=0.634838ms, AsyncWrite=1.969118ms, UnaccountedTime=0.614915ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_147, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__CF5BD298E8330DF661C8F2DA000F114C2DC49B16, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=3.570251ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_148, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__3088B3B608A6115FB645FC0134811820D58FB426, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.822302ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_149, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__8E32498E45631DA9D47D021122F0D4B64AE58E98, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.201952ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_150, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3077E68D4234531A368E51BB488A3__D5256896DB0AE9E59545717F0E8BF62D6EFE3A17, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.118636ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_258, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Materials/M_Concrete_Tiles.uasset, FlushAsyncLoading=0.017207ms, FlushStreamingFunc=0.003923ms, BlockTillAllRequestsFinished=0.003021ms, ResetLoadersForSaveUnMarkAllObjects=0.261724ms, TagPackageExports=0.524957ms, BeginCacheForCookedPlatformData=0.010565ms, SerializeImports=0.554539ms, GatherLocalizableTextData=0.003021ms, MarkNames=0.015091ms, SerializeSummary=0.008754ms, SerializeNames=0.099316ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.124972ms, SortExportsNonSeekfree=0.464886ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=1.030896ms, SortExportsSeekfree=0.003621ms, BuildDependencyMap=0.020832ms, SerializeImportMap=0.004832ms, SerializeExportMap=0.007242ms, SerializeDependencyMap=0.003621ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016604ms, SerializeExports=0.621557ms, SerializeBulkData=0.010263ms, AsyncWrite=0.153050ms, UnaccountedTime=0.180520ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_259, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Props/MaterialSphere.uasset, FlushAsyncLoading=0.016000ms, FlushStreamingFunc=0.003021ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.167843ms, TagPackageExports=0.038337ms, BeginCacheForCookedPlatformData=0.003017ms, SerializeImports=0.045888ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004526ms, SerializeSummary=0.006340ms, SerializeNames=0.022639ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.013582ms, SortExportsNonSeekfree=0.005737ms, SortExportsSeekfreeConstructor=0.006337ms, SortExportsSeekfreeInner=0.502922ms, SortExportsSeekfree=0.002414ms, BuildDependencyMap=0.006944ms, SerializeImportMap=0.002716ms, SerializeExportMap=0.002116ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011172ms, SerializeExports=0.053734ms, SerializeBulkData=0.012074ms, AsyncWrite=0.065506ms, UnaccountedTime=0.194706ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_349, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___69518371B2297F93A3EE08E577F44850875E983D, StartTime=2015.10.15-07.05.54, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___69518371B2297F93A3EE08E577F44850875E983D, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=7175 bytes, Retrieved=true, Duration=0.189275ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_152, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___E409274E3001FBF77113599DD33D0C52DB70FCFB, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=3.679834ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_260, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset, FlushAsyncLoading=0.022035ms, FlushStreamingFunc=0.003926ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.404511ms, TagPackageExports=0.062790ms, BeginCacheForCookedPlatformData=0.025660ms, SerializeImports=0.039846ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003625ms, SerializeSummary=0.007246ms, SerializeNames=0.017203ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.006638ms, SortExportsNonSeekfree=0.003323ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.128597ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004530ms, SerializeImportMap=0.004832ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013586ms, SerializeExports=0.036828ms, SerializeBulkData=0.903808ms, AsyncWrite=1.202360ms, UnaccountedTime=0.342324ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_139, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___2A453B828EE024009B2F4158EBDF28C6136D56B7, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=0.942145ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_140, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___C5EC3581B19484F5AF9EDFA79A513DCA8D04F5CC, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.289194ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_112, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___2848872DA0E3A3A79A3AB9FA311F918369236741, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.201046ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_350, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__3231A734AD19E582F0B7BA8803D9CEB3DD160E6C, StartTime=2015.10.15-07.05.54, HierarchicalDDC, Duration=0.008754ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_113, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__3231A734AD19E582F0B7BA8803D9CEB3DD160E6C, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.156373ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_153, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__E43A0603B838D4A9ABA6B937D6D205A317B5AA2A, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=2.555359ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_261, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset, FlushAsyncLoading=0.017207ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.180218ms, TagPackageExports=0.124369ms, BeginCacheForCookedPlatformData=0.027776ms, SerializeImports=0.043768ms, GatherLocalizableTextData=0.002116ms, MarkNames=0.003319ms, SerializeSummary=0.007849ms, SerializeNames=0.012074ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006944ms, SortExportsNonSeekfree=0.003021ms, SortExportsSeekfreeConstructor=0.007544ms, SortExportsSeekfreeInner=0.131920ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.009961ms, SerializeExportMap=0.003923ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013281ms, SerializeExports=0.037130ms, SerializeBulkData=0.311837ms, AsyncWrite=0.472132ms, UnaccountedTime=0.233646ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_154, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__F16F3760ED9BF2F01814FAFB96785E980A7F677F, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.619445ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_155, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__7C0F309F30CF62C4C1D41E452B3D769483917E41, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.318177ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_156, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__3F162DA4CA3C0624C6EBD99DB1BCEAE9381AD203, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.118937ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_351, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__F938C8C3315CB7D129896CFCC78AD11134C096D8, StartTime=2015.10.15-07.05.54, HierarchicalDDC, Duration=0.017509ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_114, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__F938C8C3315CB7D129896CFCC78AD11134C096D8, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.165429ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_115, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__2C852E7868F513FA141150B3FB06AA648276993E, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=15.593253ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_262, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/StarterContent/Textures/T_MacroVariation.uasset, FlushAsyncLoading=0.016905ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.358023ms, TagPackageExports=0.110488ms, BeginCacheForCookedPlatformData=0.078786ms, SerializeImports=0.063092ms, GatherLocalizableTextData=0.003021ms, MarkNames=0.003319ms, SerializeSummary=0.010565ms, SerializeNames=0.016302ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003625ms, SortExportsSeekfreeConstructor=0.008754ms, SortExportsSeekfreeInner=0.540048ms, SortExportsSeekfree=0.008453ms, BuildDependencyMap=0.008151ms, SerializeImportMap=0.003017ms, SerializeExportMap=0.002414ms, SerializeDependencyMap=0.003021ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.045281ms, SerializeExports=0.977464ms, SerializeBulkData=0.014491ms, AsyncWrite=2.023157ms, UnaccountedTime=0.443451ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_141, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__D800AD93E3AB18614C714E5B03245BECD824F064, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=4.280861ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__4E0C83D22725D73FE7422B1DE106C9852E035BA7, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.886902ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_143, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__BF35246E184B2F3BBCFFF4905DBA9688583A2EA1, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.233650ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_144, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_030D71EE4DA78F8E598967A31B41F__A04A56D0FED9DFF8E036793530EB021E6FA1F176, StartTime=2015.10.15-07.05.54, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.104148ms, RunGuid=RunIDB744BC844243D310B521048994977C89
